scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.lat50,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-features.csv.lat95,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-features.csv.lat75,lat99,scenario2c/rabbitmq-features.csv.min,scenario2c/rabbitmq-features.csv.cpu_limit
550,550,45736798,1.740604,2560M,3.5,48848655,2560M,1647714962,47329712,49214615,38322821,3.5
100,100,63484406,0.233929,1024M,0.5,63913709,1024M,1647715055,63665384,64140174,62619744,0.5
350,350,57290637,0.952526,3328M,2.0,59554722,3328M,1647715088,58304639,59961691,51332963,2.0
550,550,47114583,1.728558,2560M,3.5,50880262,2560M,1647715118,48847102,51640181,38517679,3.5
100,100,64606226,0.239166,1024M,0.5,65095714,1024M,1647715209,64842622,65247617,63610494,0.5
400,400,61957814,0.952526,3328M,2.0,63719756,3328M,1647715241,62859500,64031198,57130628,2.0
550,550,47425309,1.686261,2560M,3.5,50099561,2560M,1647715274,48783401,50575047,38432301,3.5
100,100,66943401,0.241986,1024M,0.5,67455254,1024M,1647715361,67162339,67576456,65981362,0.5
400,400,60210176,0.969325,3328M,2.0,61712134,3328M,1647715394,61007365,62187860,57154808,2.0
600,600,52301985,1.656581,2560M,3.5,55108423,2560M,1647715430,53806660,55745837,42236453,3.5
150,150,80421441,0.241986,1024M,0.5,81585833,1024M,1647715517,80899700,81840364,79485964,0.5
400,400,61224277,0.995743,3328M,2.0,63337846,3328M,1647715548,62350439,63833881,57471803,2.0
600,600,51469217,1.774713,2560M,3.5,54899713,2560M,1647715587,53038009,55718267,43796815,3.5
150,150,81285984,0.233878,1024M,0.5,81974969,1024M,1647715678,81525835,82353883,80520719,0.5
450,450,66464771,1.004063,3328M,2.0,67591258,3328M,1647715702,66995454,68042012,64287860,2.0
600,600,51609295,1.774713,2560M,3.5,54451326,2560M,1647715744,53035296,55145518,46141983,3.5
200,200,80253346,0.249865,1024M,0.5,80696425,1024M,1647715844,80438827,80876913,79345208,0.5
450,450,46630506,1.204849,3328M,2.0,49772569,3328M,1647715855,48542505,50542237,40165741,2.0
200,200,91331379,0.253042,1024M,0.5,91933526,1024M,1647716008,91539751,92095269,90701721,0.5
450,450,72485999,1.204849,3328M,2.0,75247978,3328M,1647716010,74049409,75611900,68774641,2.0
500,500,54138235,1.154779,3328M,2.0,56958985,3328M,1647716167,55310770,57467709,48233378,2.0
250,250,85996331,0.248155,1024M,0.5,86437974,1024M,1647716169,86234483,86598129,85268795,0.5
500,500,63524118,1.26485,3328M,2.0,65588578,3328M,1647716323,64627731,66186036,59066922,2.0
250,250,91240818,0.28817,1024M,0.5,91733158,1024M,1647716336,91522159,92018496,90282767,0.5
50,50,316,1.035741,2816M,3.5,822,2816M,1647716391,372,5132,159,3.5
500,500,61765017,1.247803,3328M,2.0,63490903,3328M,1647716479,62653642,63879983,58353098,2.0
300,300,96503076,0.274354,1024M,0.5,97236183,1024M,1647716506,96853749,97377505,95292443,0.5
550,550,68055538,1.239966,3328M,2.0,69939687,3328M,1647716636,68868332,70429279,64823583,2.0
300,300,96999044,0.235821,1024M,0.5,97493781,1024M,1647716667,97253185,97598135,96186194,0.5
100,100,314,1.274132,2816M,3.5,1635,2816M,1647716677,415,5639,169,3.5
550,550,71671331,1.209947,3328M,2.0,72953630,3328M,1647716793,72236092,73483296,69295093,2.0
100,100,817,1.483318,2816M,3.5,42573,2816M,1647716820,10035,66698,169,3.5
550,550,74316786,1.160426,3328M,2.0,75659311,3328M,1647716949,74984221,75932960,71436237,2.0
100,100,339,1.592212,2816M,3.5,1830,2816M,1647716964,509,4560,179,3.5
600,600,82009244,1.111065,3328M,2.0,83938566,3328M,1647717105,83068529,84385683,77725883,2.0
150,150,47742,1.592212,2816M,3.5,78698,2816M,1647717109,61784,93134,1578,3.5
150,150,58490,1.53863,2816M,3.5,94078,2816M,1647717254,72713,111046,3222,3.5
600,600,80576071,1.037025,3328M,2.0,81993279,3328M,1647717262,81229130,82452020,78051188,2.0
50,50,35421228,0.18581,1280M,0.5,35817714,1280M,1647717267,35581596,35935648,34881125,0.5
150,150,62838,1.541715,2816M,3.5,103198,2816M,1647717398,80537,119482,292,3.5
50,50,33591770,0.199693,1280M,0.5,34040986,1280M,1647717416,33770337,34172563,33061204,0.5
600,600,77854518,1.017914,3328M,2.0,78822901,3328M,1647717421,78294896,79094795,76124311,2.0
200,200,114598,1.732902,2816M,3.5,161621,2816M,1647717545,133519,189116,7435,3.5
50,50,10667595,0.217746,1280M,0.5,11104406,1280M,1647717564,10872528,11222705,9812149,0.5
200,200,119263,1.732902,2816M,3.5,186337,2816M,1647717691,142544,235066,26642,3.5
100,100,67530970,0.23278,1280M,0.5,68021533,1280M,1647717717,67717437,68239509,66858000,0.5
200,200,81116,1.773683,2816M,3.5,166278,2816M,1647717837,110756,206933,1793,3.5
100,100,44389193,0.280362,1280M,0.5,44861329,1280M,1647717867,44565682,45000243,43508245,0.5
50,50,1628,1.006048,3584M,2.0,11224,3584M,1647717935,3866,17523,205,2.0
250,250,196184,1.956315,2816M,3.5,317514,2816M,1647717985,243068,365878,22218,3.5
100,100,49816510,0.31398,1280M,0.5,50356961,1280M,1647718020,50047900,50519043,49008827,0.5
50,50,1325,0.803469,3584M,2.0,10913,3584M,1647718078,4058,13585,180,2.0
250,250,194681,1.956315,2816M,3.5,299644,2816M,1647718133,237578,356645,57809,3.5
150,150,69384130,0.31398,1280M,0.5,70135247,1280M,1647718176,69777775,70242746,68560875,0.5
50,50,1678,0.803469,3584M,2.0,11463,3584M,1647718220,5143,15963,180,2.0
250,250,215094,1.753053,2816M,3.5,342598,2816M,1647718281,262429,384610,46106,3.5
150,150,73482089,0.309447,1280M,0.5,73974991,1280M,1647718334,73760153,74153822,72309262,0.5
100,100,142301,0.853779,3584M,2.0,190893,3584M,1647718364,162610,211535,47185,2.0
300,300,1482097,1.780175,2816M,3.5,3300456,2816M,1647718431,2717268,3795407,253005,3.5
150,150,75310823,0.302087,1280M,0.5,75963154,1280M,1647718492,75536809,76233674,73977931,0.5
100,100,250034,0.942321,3584M,2.0,625739,3584M,1647718508,431204,707454,67143,2.0
300,300,2374308,1.82014,2816M,3.5,4862256,2816M,1647718581,4122929,5148448,180667,3.5
100,100,146820,0.964401,3584M,2.0,200300,3584M,1647718651,167015,235806,44566,2.0
200,200,85547566,0.281177,1280M,0.5,86222104,1280M,1647718652,85831978,86330242,84502306,0.5
300,300,3143022,1.841804,2816M,3.5,5580393,2816M,1647718732,4367218,5940856,855288,3.5
150,150,3642642,0.964401,3584M,2.0,4931041,3584M,1647718799,4757724,5037049,1027356,2.0
200,200,84401548,0.278477,1280M,0.5,84898050,1280M,1647718817,84605648,85040341,83503504,0.5
350,350,7329904,1.841804,2816M,3.5,9372550,2816M,1647718884,8513083,9687734,3767154,3.5
150,150,2597073,0.954716,3584M,2.0,3417147,3584M,1647718946,3045408,3577942,951030,2.0
250,250,86796523,0.280487,1280M,0.5,87401270,1280M,1647718985,87031506,87579721,85853880,0.5
350,350,7268343,1.890165,2816M,3.5,10114351,2816M,1647719037,8980216,10550934,3841249,3.5
150,150,2523186,0.941789,3584M,2.0,3296827,3584M,1647719093,3055367,3447161,312391,2.0
250,250,87359138,0.280487,1280M,0.5,87893347,1280M,1647719150,87579001,88101204,86455005,0.5
350,350,8101564,1.890165,2816M,3.5,11345952,2816M,1647719189,10449191,11881126,3815098,3.5
200,200,2304485,0.949812,3584M,2.0,3034400,3584M,1647719241,2607968,3404266,922189,2.0
300,300,92061541,0.274266,1280M,0.5,92563327,1280M,1647719316,92248718,92742458,91103000,0.5
400,400,15459891,1.850661,2816M,3.5,19710548,2816M,1647719342,17242671,21221319,7404027,3.5
200,200,1077260,0.949812,3584M,2.0,6089168,3584M,1647719389,2617153,7488186,188594,2.0
300,300,92732453,0.273118,1280M,0.5,93348302,1280M,1647719482,92973488,93500314,91855030,0.5
400,400,15873080,1.843592,2816M,3.5,18637078,2816M,1647719495,17026277,19390654,10408764,3.5
200,200,4220480,0.934586,3584M,2.0,7634830,3584M,1647719538,6046595,8326852,934482,2.0
300,300,94704610,0.267262,1280M,0.5,95288645,1280M,1647719648,94976632,95556125,93547592,0.5
300,400,94704610,0.267262,1280M,3.5,95288645,2816M,1647719648,94976632,23118318,93547592,0.5
250,250,26983140,0.903367,3584M,2.0,32118910,3584M,1647719689,29521071,32546793,17955089,2.0
450,450,26127378,1.801633,2816M,3.5,30273279,2816M,1647719802,27946574,31238038,17102976,3.5
350,350,96792293,0.270075,1280M,0.5,97303222,1280M,1647719822,97082882,97454406,95535406,0.5
250,250,29817568,0.923899,3584M,2.0,33914515,3584M,1647719840,31810743,34603665,22448867,2.0
450,450,26026314,1.801633,2816M,3.5,29717446,2816M,1647719956,27895970,31418662,18300138,3.5
350,350,96523940,0.218435,1280M,0.5,97105992,1280M,1647719989,96741012,97321801,95445059,0.5
250,250,32901611,0.948006,3584M,2.0,38305108,3584M,1647719991,36186488,39226118,20430211,2.0
450,450,27080883,1.851841,2816M,3.5,32777676,2816M,1647720109,29570975,33670889,13608809,3.5
300,300,45821522,0.919175,3584M,2.0,47856786,3584M,1647720143,46750348,48128461,41686541,2.0
400,400,96521141,0.258683,1280M,0.5,97076227,1280M,1647720171,96718937,97178367,95623403,0.5
500,500,33329122,1.827664,2816M,3.5,37053611,2816M,1647720264,34864850,38081784,24438000,3.5
300,300,46518385,0.955954,3584M,2.0,49155178,3584M,1647720295,48226141,49580125,40272043,2.0
500,500,35833906,1.867481,2816M,3.5,39712197,2816M,1647720418,37766752,40611207,23369567,3.5
300,300,49065406,0.955954,3584M,2.0,53023988,3584M,1647720447,51500661,53535943,41793005,2.0
500,500,34539928,1.867481,2816M,3.5,38021925,2816M,1647720573,36133166,39492959,25284594,3.5
50,50,40973978,0.19347,1536M,0.5,41501024,1536M,1647720598,41088656,41667024,40233807,0.5
350,350,59109635,0.93891,3584M,2.0,60582830,3584M,1647720600,59872538,60866090,56299586,2.0
550,550,41068497,1.829072,2816M,3.5,45651058,2816M,1647720728,43089660,46413336,31210208,3.5
50,50,42933695,0.181812,1536M,0.5,43370141,1536M,1647720747,43097843,43481416,42117128,0.5
350,350,61028242,0.903394,3584M,2.0,63639392,3584M,1647720753,62489347,63987450,55477411,2.0
550,550,42707718,1.824643,2816M,3.5,45907523,2816M,1647720883,44071465,46679799,34581515,3.5
50,50,44062128,0.181812,1536M,0.5,44480461,1536M,1647720896,44275175,44628520,43239417,0.5
350,350,62228873,0.895807,3584M,2.0,64131657,3584M,1647720906,63103011,64610936,57756860,2.0
550,550,43194590,1.819197,2816M,3.5,46441368,2816M,1647721038,44830831,47223974,35057924,3.5
100,100,74889407,0.181188,1536M,0.5,75309026,1536M,1647721047,75064426,75500542,74313768,0.5
400,400,68822950,0.877146,3584M,2.0,70857957,3584M,1647721059,69821402,71291119,63703014,2.0
600,600,49056785,1.781463,2816M,3.5,51615674,2816M,1647721194,50360003,52213922,44565187,3.5
100,100,74869064,0.20411,1536M,0.5,75226153,1536M,1647721196,75006251,75390553,74213708,0.5
400,400,70469503,0.875451,3584M,2.0,72815877,3584M,1647721214,71552265,73155427,65881458,2.0
100,100,72559784,0.212286,1536M,0.5,73174559,1536M,1647721346,72793717,73354925,71774380,0.5
600,600,50586394,1.781463,2816M,3.5,53072007,2816M,1647721352,51794625,53629920,41168215,3.5
400,400,71238893,0.844836,3584M,2.0,72440698,3584M,1647721367,71909050,72757635,68625980,2.0
150,150,84614076,0.226467,1536M,0.5,85091855,1536M,1647721496,84848393,85218641,83863378,0.5
600,600,51385560,1.670721,2816M,3.5,53851608,2816M,1647721508,52536181,54474189,44178320,3.5
450,450,75012334,0.872331,3584M,2.0,76275295,3584M,1647721522,75610655,76535438,72330627,2.0
150,150,73826403,0.265897,1536M,0.5,74250029,1536M,1647721653,73998855,74420159,73019396,0.5
450,450,61562623,0.984119,3584M,2.0,63277557,3584M,1647721676,62432920,63908407,57306640,2.0
200,200,90436489,0.253201,1536M,0.5,90839824,1536M,1647721818,90660845,91015295,89445104,0.5
450,450,71438200,1.018513,3584M,2.0,73226583,3584M,1647721832,72602557,73659481,67139078,2.0
200,200,85919662,0.26526,1536M,0.5,86929110,1536M,1647721974,86154662,87148525,85014572,0.5
500,500,68023490,1.018513,3584M,2.0,70387320,3584M,1647721986,69272656,70914853,61757876,2.0
250,250,92889075,0.292326,1536M,0.5,93406410,1536M,1647722133,93102467,93576932,91972496,0.5
500,500,68661105,1.112223,3584M,2.0,69652538,3584M,1647722141,69085150,70051955,66620830,2.0
250,250,96686254,0.253863,1536M,0.5,97376973,1536M,1647722293,97062943,97604888,95743161,0.5
500,500,71717152,1.098486,3584M,2.0,72540006,3584M,1647722295,72058582,72856119,70296395,2.0
100,100,609,1.257593,3072M,3.5,4660,3072M,1647722441,1380,7524,188,3.5
550,550,77674166,1.088608,3584M,2.0,78603088,3584M,1647722452,78107245,78952255,75606733,2.0
250,250,92402966,0.262002,1536M,0.5,93172394,1536M,1647722460,92768842,93312534,91111797,0.5
100,100,548,1.538907,3072M,3.5,3161,3072M,1647722584,1123,6078,182,3.5
550,550,73992781,1.041462,3584M,2.0,74956975,3584M,1647722609,74381283,75464564,72427381,2.0
300,300,92679733,0.269001,1536M,0.5,93305903,1536M,1647722631,92921676,93513377,91777132,0.5
100,100,468,1.571733,3072M,3.5,2807,3072M,1647722728,939,5709,171,3.5
550,550,71267096,1.108932,3584M,2.0,72756060,3584M,1647722766,71989530,73102747,68639909,2.0
350,350,95746045,0.259179,1536M,0.5,96303795,1536M,1647722808,95976257,96563621,94739722,0.5
150,150,50858,1.571733,3072M,3.5,84181,3072M,1647722873,63841,101353,3992,3.5
600,600,72961370,1.127535,3584M,2.0,74793562,3584M,1647722928,73890803,75133190,68852753,2.0
350,350,96845698,0.248322,1536M,0.5,97478933,1536M,1647722984,97119347,97629426,95788157,0.5
150,150,57412,1.571282,3072M,3.5,97712,3072M,1647723018,74081,111903,301,3.5
600,600,71974601,1.14609,3584M,2.0,73987690,3584M,1647723089,73002093,74550990,67490197,2.0
350,350,98087587,0.245443,1536M,0.5,98427282,1536M,1647723154,98240048,98566131,97294400,0.5
150,150,55120,1.581343,3072M,3.5,92777,3072M,1647723163,71069,110139,754,3.5
600,600,72715859,1.14609,3584M,2.0,74851642,3584M,1647723250,73855247,75346896,67320633,2.0
200,200,56685,1.511358,3072M,3.5,88958,3072M,1647723309,70914,103390,3365,3.5
400,400,96214852,0.24845,1536M,0.5,97016829,1536M,1647723336,96599815,97243662,95313149,0.5
200,200,119560,1.574587,3072M,3.5,185846,3072M,1647723455,146297,211868,6636,3.5
450,450,97643959,0.275564,1536M,0.5,98526071,1536M,1647723521,97825955,98810863,96980879,0.5
200,200,57375,1.614949,3072M,3.5,93257,3072M,1647723601,70420,111175,4737,3.5
450,450,95470119,0.288281,1536M,0.5,96293270,1536M,1647723703,95774318,96439367,94065869,0.5
250,250,204814,1.673698,3072M,3.5,291395,3072M,1647723749,240138,322673,56940,3.5
500,500,97990008,0.317761,1536M,0.5,98904747,1536M,1647723872,98082862,99004715,97579303,0.5
250,250,188273,1.673698,3072M,3.5,293852,3072M,1647723897,223878,348968,41169,3.5
500,500,99275799,0.30528,1536M,0.5,99700946,1536M,1647724040,99485968,99891545,98200275,0.5
250,250,204688,1.680843,3072M,3.5,309050,3072M,1647724045,249330,350457,55107,3.5
100,100,152071,0.715154,3840M,2.0,203808,3840M,1647724194,172870,220800,68191,2.0
300,300,4280518,1.680843,3072M,3.5,7627717,3072M,1647724196,5823572,8671820,1961594,3.5
550,550,98349413,0.300664,1536M,0.5,99209150,1536M,1647724231,98600768,99385364,97268733,0.5
100,100,153113,0.700235,3840M,2.0,216118,3840M,1647724338,176876,239151,41648,2.0
300,300,2623780,1.569097,3072M,3.5,7438110,3072M,1647724345,4526911,9904013,111685,3.5
550,550,96590003,0.259636,1536M,0.5,96796860,1536M,1647724416,96693713,96844072,95414162,0.5
100,100,144787,0.718067,3840M,2.0,190784,3840M,1647724481,162371,218715,57428,2.0
300,300,122593,1.561208,3072M,3.5,1637394,3072M,1647724495,143124,2767783,38605,3.5
150,150,9619341,0.768793,3840M,2.0,13563789,3840M,1647724630,11318954,13955960,4198359,2.0
350,350,8342015,1.659723,3072M,3.5,11617555,3072M,1647724647,9953562,12586594,4125055,3.5
150,150,8470655,0.780895,3840M,2.0,11350766,3840M,1647724778,10119269,11784643,3960178,2.0
350,350,6118558,1.659723,3072M,3.5,9820235,3072M,1647724799,7569013,10747782,3874174,3.5
50,50,8680160,0.24327,1792M,0.5,8998006,1792M,1647724834,8829291,9107905,8126582,0.5
150,150,7181595,0.876223,3840M,2.0,8927033,3840M,1647724927,8067113,9711274,4224429,2.0
350,350,5398487,1.628841,3072M,3.5,9430162,3072M,1647724951,6944328,10659369,2845508,3.5
50,50,7337262,0.24327,1792M,0.5,7871748,1792M,1647724983,7575163,8070431,6134197,0.5
200,200,23592044,0.909309,3840M,2.0,26389837,3840M,1647725076,24904902,26765158,19497947,2.0
400,400,15718485,1.756486,3072M,3.5,20813582,3072M,1647725104,18413219,22160538,5816820,3.5
50,50,16030927,0.245121,1792M,0.5,16333638,1792M,1647725132,16178848,16500274,15441914,0.5
200,200,22719665,0.909309,3840M,2.0,24491842,3840M,1647725226,23440182,24892741,20134365,2.0
400,400,15552432,1.756486,3072M,3.5,20690011,3072M,1647725257,17683830,22446971,4194180,3.5
100,100,61536288,0.245121,1792M,0.5,62184009,1792M,1647725284,61763951,62377004,60696580,0.5
200,200,23185796,0.944953,3840M,2.0,25148482,3840M,1647725375,24200986,25638299,18020812,2.0
400,400,14339366,1.739361,3072M,3.5,18123750,3072M,1647725410,16545978,18979222,4571928,3.5
100,100,60424283,0.249209,1792M,0.5,61120876,1792M,1647725436,60680779,61355624,59712025,0.5
250,250,32853542,0.951976,3840M,2.0,36350811,3840M,1647725525,34131895,37735700,28413478,2.0
450,450,24943971,1.739361,3072M,3.5,29430295,3072M,1647725564,27505315,30081689,6994228,3.5
100,100,63598549,0.257954,1792M,0.5,63988616,1792M,1647725589,63749071,64151275,63100778,0.5
250,250,32492265,0.966392,3840M,2.0,36009271,3840M,1647725676,33786531,36724691,26413829,2.0
450,450,23139576,1.731428,3072M,3.5,30121564,3072M,1647725717,26054951,31556190,12925114,3.5
150,150,78590007,0.25135,1792M,0.5,78977501,1792M,1647725745,78750543,79179150,77917673,0.5
250,250,30870967,0.971202,3840M,2.0,34059180,3840M,1647725826,32613391,34750889,27316914,2.0
450,450,23331686,1.768441,3072M,3.5,28743094,3072M,1647725871,26272281,29831951,8087332,3.5
150,150,77446529,0.264808,1792M,0.5,78039043,1792M,1647725906,77694778,78211939,76478627,0.5
300,300,41740552,0.988065,3840M,2.0,45303081,3840M,1647725978,43592706,45645385,32814413,2.0
500,500,33403458,1.768441,3072M,3.5,38346239,3072M,1647726026,35735290,39230415,20608535,3.5
200,200,85441182,0.264808,1792M,0.5,86152163,1792M,1647726071,85736469,86262238,84480934,0.5
300,300,41795560,0.988065,3840M,2.0,44230063,3840M,1647726130,43092309,44689397,35357160,2.0
500,500,33307692,1.852,3072M,3.5,40119067,3072M,1647726180,36128117,40670871,18863938,3.5
200,200,85327879,0.253917,1792M,0.5,86241352,1792M,1647726236,85751571,86502889,84457686,0.5
300,300,42106205,0.984287,3840M,2.0,45030738,3840M,1647726282,43888152,45682792,34424448,2.0
500,500,33324158,1.852,3072M,3.5,39050977,3072M,1647726335,36251853,39551379,22524369,3.5
250,250,91010167,0.250569,1792M,0.5,91510591,1792M,1647726405,91240025,91629822,89820952,0.5
350,350,51327010,0.964795,3840M,2.0,54010563,3840M,1647726435,52885897,54436028,44925348,2.0
550,550,41904095,1.845472,3072M,3.5,45302389,3072M,1647726491,43464677,45957995,30391755,3.5
300,300,94454437,0.249898,1792M,0.5,95104387,1792M,1647726576,94727665,95534829,93367773,0.5
350,350,52811936,0.995187,3840M,2.0,55348765,3840M,1647726588,54141092,55906140,48073370,2.0
550,550,42279070,1.786295,3072M,3.5,46709771,3072M,1647726647,44166664,47323526,31425165,3.5
350,350,53927340,1.010078,3840M,2.0,56238627,3840M,1647726741,55245916,56797071,47296505,2.0
300,300,95027395,0.235861,1792M,0.5,95711968,1792M,1647726749,95325033,95938567,93675735,0.5
550,550,42801419,1.839478,3072M,3.5,47064111,3072M,1647726802,44621086,47995808,32380785,3.5
400,400,59711330,1.010187,3840M,2.0,61535468,3840M,1647726896,60654201,61989165,56024771,2.0
350,350,97426862,0.232179,1792M,0.5,98445952,1792M,1647726925,97907010,98903104,96649880,0.5
600,600,50357748,1.839478,3072M,3.5,53683227,3072M,1647726959,52029029,54293993,38256796,3.5
400,400,60102167,1.037963,3840M,2.0,61583587,3840M,1647727049,60741818,62036134,57061103,2.0
400,400,98419133,0.22798,1792M,0.5,98821797,1792M,1647727101,98635706,98921653,97460623,0.5
600,600,50312813,1.792775,3072M,3.5,53014339,3072M,1647727116,51612943,53690630,41979949,3.5
400,400,60804450,1.037963,3840M,2.0,63618666,3840M,1647727204,62331265,64051708,53687321,2.0
600,600,50686692,1.720519,3072M,3.5,53903272,3072M,1647727272,52390214,54426972,44698699,3.5
400,400,98675018,0.221619,1792M,0.5,99213815,1792M,1647727278,98902561,99320585,97984884,0.5
450,450,53453059,1.129836,3840M,2.0,56296966,3840M,1647727359,55072300,56678953,47227141,2.0
400,400,97073572,0.253809,1792M,0.5,97724836,1792M,1647727450,97297909,97904901,96265213,0.5
450,450,73984139,1.129836,3840M,2.0,75763494,3840M,1647727514,74930015,76070147,69692546,2.0
450,450,97371931,0.254332,1792M,0.5,97775352,1792M,1647727638,97563140,97905485,95753670,0.5
450,450,47119514,1.150119,3840M,2.0,51810692,3840M,1647727672,49232081,52406570,37729670,2.0
500,500,97926579,0.276044,1792M,0.5,98620003,1792M,1647727811,98343577,98783242,96650015,0.5
500,500,63512738,1.268866,3840M,2.0,65715746,3840M,1647727828,64547447,66169991,59650935,2.0
500,500,63041657,1.268866,3840M,2.0,64810559,3840M,1647727985,64010543,65157878,58895588,2.0
500,500,98501197,0.290333,1792M,0.5,98990247,1792M,1647727996,98702793,99132231,97637288,0.5
500,500,63866422,1.223068,3840M,2.0,66000287,3840M,1647728141,65115225,66362495,57782273,2.0
550,550,99814516,0.258235,1792M,0.5,100657903,1792M,1647728184,100128027,101023207,98979243,0.5
100,100,364,1.222154,3328M,3.5,2439,3328M,1647728205,564,5124,169,3.5
550,550,69205585,1.202265,3840M,2.0,71349518,3840M,1647728301,70473669,71911244,64874832,2.0
100,100,361,1.455849,3328M,3.5,1121,3328M,1647728348,554,2093,172,3.5
550,550,100145488,0.248076,1792M,0.5,100898644,1792M,1647728372,100490548,101145806,98975716,0.5
550,550,72216062,1.140907,3840M,2.0,74366522,3840M,1647728460,73471256,74843607,66764942,2.0
100,100,429,1.528091,3328M,3.5,2548,3328M,1647728492,750,4300,171,3.5
600,600,99759708,0.246919,1792M,0.5,100681361,1792M,1647728574,100232472,101018090,98975575,0.5
550,550,75401303,1.118719,3840M,2.0,77638079,3840M,1647728618,76550048,77919323,70870458,2.0
150,150,59358,1.546353,3328M,3.5,91296,3328M,1647728637,72355,108577,2860,3.5
600,600,101381954,0.246919,1792M,0.5,102067020,1792M,1647728765,101826905,102157334,100164163,0.5
600,600,81068623,1.039248,3840M,2.0,82449817,3840M,1647728774,81729794,82931788,77637752,2.0
150,150,56724,1.546353,3328M,3.5,103062,3328M,1647728782,73973,122968,563,3.5
150,150,61876,1.52274,3328M,3.5,105471,3328M,1647728927,78491,124934,744,3.5
600,600,80147478,1.023977,3840M,2.0,81100433,3840M,1647728932,80550406,81412879,78652351,2.0
200,200,107214,1.644,3328M,3.5,157243,3328M,1647729073,127638,180854,15557,3.5
600,600,77483676,1.080099,3840M,2.0,78422984,3840M,1647729089,77876015,78713925,75523717,2.0
50,50,4808099,0.237082,2048M,0.5,5247461,2048M,1647729189,4986918,5336581,3884481,0.5
200,200,102827,1.644,3328M,3.5,149115,3328M,1647729219,119965,174092,10071,3.5
50,50,18913430,0.241428,2048M,0.5,19165755,2048M,1647729337,19027823,19299462,18305838,0.5
200,200,28484,1.976725,3328M,3.5,52132,3328M,1647729365,37048,67970,1502,3.5
50,50,31306491,0.241428,2048M,0.5,31822211,2048M,1647729484,31556979,31950493,30049689,0.5
50,50,378,0.756792,4096M,2.0,4713,4096M,1647729498,648,10995,188,2.0
250,250,82112,1.976725,3328M,3.5,99640,3328M,1647729513,89796,112980,38501,3.5
100,100,62127465,0.239711,2048M,0.5,62557906,2048M,1647729633,62296416,62721895,61382290,0.5
50,50,1116,0.750591,4096M,2.0,10211,4096M,1647729640,3622,12554,187,2.0
250,250,66588,1.787654,3328M,3.5,100232,3328M,1647729661,79377,119634,1874,3.5
100,100,63543260,0.255661,2048M,0.5,64033550,2048M,1647729781,63765027,64257304,62667841,0.5
50,50,1649,0.748525,4096M,2.0,10880,4096M,1647729782,5109,16312,202,2.0
250,250,81619,1.671793,3328M,3.5,113757,3328M,1647729808,94706,124822,500,3.5
100,100,143117,0.803742,4096M,2.0,208172,4096M,1647729926,169749,245231,17398,2.0
100,100,66888831,0.255661,2048M,0.5,67202327,2048M,1647729930,67015017,67304662,66214277,0.5
300,300,99184,1.673388,3328M,3.5,150350,3328M,1647729957,118423,183895,3286,3.5
100,100,148184,0.828846,4096M,2.0,197364,4096M,1647730069,166557,219539,69308,2.0
150,150,79890025,0.235987,2048M,0.5,80363732,2048M,1647730082,80095424,80484959,79174490,0.5
300,300,134696,1.711324,3328M,3.5,199539,3328M,1647730106,160409,220755,10824,3.5
100,100,148935,0.893466,4096M,2.0,205780,4096M,1647730213,170494,229226,66986,2.0
150,150,79681845,0.252423,2048M,0.5,80182496,2048M,1647730233,79905483,80302808,78853298,0.5
300,300,149220,1.743226,3328M,3.5,224497,3328M,1647730256,176944,277104,29703,3.5
150,150,9481936,0.959409,4096M,2.0,12292276,4096M,1647730362,11273645,12708168,3998889,2.0
150,150,80359727,0.269421,2048M,0.5,81209320,2048M,1647730386,80679122,81443700,79454033,0.5
350,350,278227,1.786186,3328M,3.5,5721301,3328M,1647730406,2160865,6751506,111860,3.5
150,150,7284949,0.963388,4096M,2.0,9236621,4096M,1647730511,8126813,10047400,4660293,2.0
200,200,86438674,0.272301,2048M,0.5,86985582,2048M,1647730540,86675859,87104395,85694163,0.5
350,350,646043,1.808605,3328M,3.5,4619467,3328M,1647730557,1966784,5894124,116497,3.5
150,150,7648060,0.981792,4096M,2.0,9605240,4096M,1647730660,8727093,9879268,4562128,2.0
200,200,86791610,0.279251,2048M,0.5,87409567,2048M,1647730700,87019320,87579349,85974265,0.5
350,350,975589,1.808605,3328M,3.5,5287489,3328M,1647730708,2513383,6440480,257301,3.5
200,200,19791287,0.996929,4096M,2.0,21859814,4096M,1647730810,20968417,22578077,8642982,2.0
400,400,12519910,1.748393,3328M,3.5,15962563,3328M,1647730861,14262831,16692693,4304642,3.5
200,200,87985417,0.273481,2048M,0.5,88852314,2048M,1647730865,88318618,89033350,86260557,0.5
200,200,18665840,0.996929,4096M,2.0,20123776,4096M,1647730960,19562143,20376433,15131183,2.0
400,400,11643609,1.857662,3328M,3.5,16534863,3328M,1647731014,14182664,17514668,3973664,3.5
250,250,90401418,0.277285,2048M,0.5,90963301,2048M,1647731034,90660367,91117247,89535192,0.5
200,200,17645918,0.987482,4096M,2.0,19497993,4096M,1647731110,18733086,20311791,14496225,2.0
